,Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear
42797,15837,SQL,,,,,,,
42798,15839,HTML/CSS,C#,,,Linux,Arduino,Drupal,Laravel
42799,15839,JavaScript,Go,,,Other(s):,AWS,,React.js
42800,15839,PHP,JavaScript,,,,Docker,,Vue.js
42801,15839,,Kotlin,,,,Kubernetes,,
42802,15839,,Python,,,,Linux,,
42803,15839,,TypeScript,,,,,,
42804,15839,,WebAssembly,,,,,,
42805,15842,C#,HTML/CSS,Microsoft SQL Server,MariaDB,,,Angular/Angular.js,Angular/Angular.js
42806,15842,HTML/CSS,TypeScript,,Microsoft SQL Server,,,,
42807,15842,JavaScript,,,MySQL,,,,
42808,15842,TypeScript,,,PostgreSQL,,,,
42809,15843,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,,Android,AWS,Angular/Angular.js,React.js
42810,15843,C#,C#,,,iOS,Docker,ASP.NET,
42811,15843,HTML/CSS,F#,,,Slack,Kubernetes,,
42812,15843,JavaScript,HTML/CSS,,,Windows,Microsoft Azure,,
42813,15843,SQL,JavaScript,,,,Slack,,
42814,15843,TypeScript,Python,,,,,,
42815,15843,,SQL,,,,,,
42816,15843,,TypeScript,,,,,,
42817,15843,,WebAssembly,,,,,,
42818,15846,C,C,DynamoDB,Microsoft SQL Server,AWS,Arduino,Angular/Angular.js,ASP.NET
42819,15846,C++,C++,Elasticsearch,PostgreSQL,Docker,AWS,Express,jQuery
42820,15846,JavaScript,Go,MongoDB,SQLite,Google Cloud Platform,Docker,jQuery,
42821,15846,,JavaScript,PostgreSQL,Other(s):,Kubernetes,Google Cloud Platform,Vue.js,
42822,15846,,Python,Redis,,Linux,Kubernetes,,
42823,15846,,,,,Raspberry Pi,Linux,,
42824,15846,,,,,Windows,Microsoft Azure,,
42825,15846,,,,,,Raspberry Pi,,
42826,15848,Bash/Shell/PowerShell,JavaScript,MongoDB,Elasticsearch,AWS,AWS,Flask,Django
42827,15848,Java,Kotlin,PostgreSQL,MariaDB,Docker,Docker,,Flask
42828,15848,Python,Python,Redis,PostgreSQL,Google Cloud Platform,Google Cloud Platform,,React.js
42829,15848,SQL,Scala,Other(s):,Other(s):,Linux,Linux,,
42830,15848,,SQL,,,,Slack,,
42831,15849,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MongoDB,Arduino,Arduino,React.js,Flask
42832,15849,C++,C++,MongoDB,PostgreSQL,AWS,AWS,Other(s):,React.js
42833,15849,HTML/CSS,HTML/CSS,,SQLite,Docker,Docker,,Vue.js
42834,15849,Java,JavaScript,,,Kubernetes,Kubernetes,,Other(s):
42835,15849,JavaScript,Python,,,Linux,Raspberry Pi,,
42836,15849,Python,Rust,,,Raspberry Pi,,,
42837,15849,Scala,TypeScript,,,,,,
42838,15849,SQL,WebAssembly,,,,,,
42839,15849,TypeScript,,,,,,,
42840,15850,C#,HTML/CSS,DynamoDB,Elasticsearch,Android,Android,Angular/Angular.js,Express
42841,15850,HTML/CSS,Java,Elasticsearch,MongoDB,AWS,AWS,ASP.NET,React.js
42842,15850,JavaScript,JavaScript,Oracle,Redis,Docker,Docker,Express,
42843,15850,Objective-C,,,,MacOS,Google Cloud Platform,Flask,
42844,15850,SQL,,,,Slack,iOS,jQuery,
42845,15850,TypeScript,,,,Windows,Kubernetes,React.js,
42846,15850,,,,,,Linux,,
42847,15850,,,,,,MacOS,,
42848,15850,,,,,,Slack,,
42849,15850,,,,,,Windows,,
42850,15851,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Microsoft Azure,ASP.NET,ASP.NET
42851,15851,HTML/CSS,HTML/CSS,,,iOS,,,
42852,15851,JavaScript,SQL,,,Microsoft Azure,,,
42853,15851,SQL,,,,Windows,,,
42854,15851,,,,,WordPress,,,
42855,15854,C#,C#,,,Windows,Windows,Angular/Angular.js,jQuery
42856,15854,HTML/CSS,HTML/CSS,,,,,jQuery,React.js
42857,15854,JavaScript,JavaScript,,,,,,
42858,15854,TypeScript,Python,,,,,,
42859,15854,,TypeScript,,,,,,
42860,15855,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,iOS,iOS,,
42861,15855,JavaScript,Objective-C,SQLite,SQLite,MacOS,MacOS,,
42862,15855,Objective-C,Swift,,,Slack,Slack,,
42863,15855,Ruby,,,,,,,
42864,15855,Swift,,,,,,,
42865,15856,HTML/CSS,Java,Microsoft SQL Server,MongoDB,Docker,Docker,ASP.NET,ASP.NET
42866,15856,Java,Kotlin,Oracle,Redis,Windows,,,Django
42867,15856,SQL,Python,PostgreSQL,,,,,React.js
42868,15856,Other(s):,Ruby,,,,,,Ruby on Rails
42869,15856,,,,,,,,Spring
42870,15856,,,,,,,,Vue.js
42871,15857,HTML/CSS,Clojure,DynamoDB,DynamoDB,AWS,AWS,React.js,Flask
42872,15857,JavaScript,Elixir,PostgreSQL,Elasticsearch,Docker,Docker,Other(s):,React.js
42873,15857,Kotlin,HTML/CSS,,PostgreSQL,Linux,Linux,,Other(s):
42874,15857,Python,JavaScript,,Redis,MacOS,MacOS,,
42875,15857,SQL,Kotlin,,Other(s):,Slack,Slack,,
42876,15857,,Python,,,,,,
42877,15857,,SQL,,,,,,
42878,15859,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,,
42879,15859,Python,Python,Elasticsearch,Elasticsearch,Slack,Docker,,
42880,15859,Scala,Scala,MySQL,,,,,
42881,15859,SQL,Other(s):,,,,,,
42882,15859,Other(s):,,,,,,,
42883,15861,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Firebase,Docker,Docker,Django,Django
42884,15861,HTML/CSS,Go,,PostgreSQL,Linux,Google Cloud Platform,jQuery,React.js
42885,15861,JavaScript,HTML/CSS,,,Slack,Heroku,,Ruby on Rails
42886,15861,Python,JavaScript,,,Windows,Linux,,
42887,15861,,Python,,,WordPress,Slack,,
42888,15861,,Ruby,,,,Windows,,
42889,15861,,WebAssembly,,,,,,
42890,15862,Assembly,Java,Firebase,DynamoDB,Android,Android,Spring,Spring
42891,15862,Bash/Shell/PowerShell,Kotlin,MariaDB,Elasticsearch,AWS,AWS,,
42892,15862,C,Python,Microsoft SQL Server,Firebase,Google Cloud Platform,Google Cloud Platform,,
42893,15862,C++,SQL,MySQL,MariaDB,Linux,Linux,,
42894,15862,HTML/CSS,,Oracle,Microsoft SQL Server,Windows,Windows,,
42895,15862,Java,,PostgreSQL,MySQL,,,,
42896,15862,JavaScript,,SQLite,Oracle,,,,
42897,15862,Kotlin,,,PostgreSQL,,,,
42898,15862,PHP,,,SQLite,,,,
42899,15862,Python,,,,,,,
42900,15862,SQL,,,,,,,
42901,15863,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Heroku,Heroku,Django,Django
42902,15863,JavaScript,JavaScript,Microsoft SQL Server,Microsoft SQL Server,Raspberry Pi,Raspberry Pi,,
42903,15863,Python,Python,MySQL,MySQL,,,,
42904,15863,R,R,PostgreSQL,PostgreSQL,,,,
42905,15863,SQL,SQL,SQLite,SQLite,,,,
42906,15863,VBA,,,,,,,
42907,15864,Assembly,Bash/Shell/PowerShell,MariaDB,MariaDB,Arduino,Android,Angular/Angular.js,Angular/Angular.js
42908,15864,Bash/Shell/PowerShell,C,,MongoDB,Linux,AWS,jQuery,ASP.NET
42909,15864,C,C++,,MySQL,Raspberry Pi,iOS,,Express
42910,15864,C++,C#,,,Windows,Linux,,jQuery
42911,15864,C#,HTML/CSS,,,,Raspberry Pi,,Laravel
42912,15864,HTML/CSS,Java,,,,Windows,,React.js
42913,15864,Java,JavaScript,,,,WordPress,,Ruby on Rails
42914,15864,JavaScript,Python,,,,,,Vue.js
42915,15864,PHP,Ruby,,,,,,
42916,15864,SQL,SQL,,,,,,
42917,15864,TypeScript,TypeScript,,,,,,
42918,15867,C#,C++,MongoDB,Oracle,AWS,AWS,,
42919,15867,SQL,C#,Microsoft SQL Server,PostgreSQL,Microsoft Azure,Linux,,
42920,15867,Other(s):,,MySQL,,Windows,Microsoft Azure,,
42921,15867,,,Oracle,,,Windows,,
42922,15867,,,PostgreSQL,,,,,
42923,15868,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Windows,Windows,ASP.NET,
42924,15868,C#,C++,Elasticsearch,Elasticsearch,,,,
42925,15868,Java,C#,MongoDB,Microsoft SQL Server,,,,
42926,15868,Python,F#,Microsoft SQL Server,,,,,
42927,15868,SQL,Python,MySQL,,,,,
42928,15868,TypeScript,,,,,,,
42929,15873,Bash/Shell/PowerShell,Assembly,Cassandra,Cassandra,AWS,Android,jQuery,React.js
42930,15873,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Docker,Linux,React.js,
42931,15873,JavaScript,R,Redis,Redis,IBM Cloud or Watson,Other(s):,Ruby on Rails,
42932,15873,Ruby,Ruby,SQLite,SQLite,Linux,,,
42933,15873,SQL,Rust,Other(s):,Other(s):,MacOS,,,
42934,15873,VBA,Scala,,,Raspberry Pi,,,
42935,15873,Other(s):,SQL,,,Slack,,,
42936,15873,,TypeScript,,,,,,
42937,15873,,Other(s):,,,,,,
42938,15875,Assembly,Assembly,Firebase,Firebase,Android,Android,,
42939,15875,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,SQLite,Linux,Arduino,,
42940,15875,C,C,,,Microsoft Azure,Docker,,
42941,15875,C++,C++,,,Raspberry Pi,Linux,,
42942,15875,C#,C#,,,Windows,Microsoft Azure,,
42943,15875,Java,HTML/CSS,,,,Raspberry Pi,,
42944,15875,,Java,,,,Windows,,
42945,15875,,JavaScript,,,,,,
42946,15875,,Kotlin,,,,,,
42947,15875,,Python,,,,,,
42948,15880,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Arduino,Android,jQuery,Angular/Angular.js
42949,15880,C,C,Microsoft SQL Server,MySQL,WordPress,Arduino,Laravel,jQuery
42950,15880,C++,C++,MySQL,,,iOS,,Laravel
42951,15880,C#,C#,Oracle,,,Raspberry Pi,,React.js
42952,15880,HTML/CSS,HTML/CSS,SQLite,,,,,Vue.js
42953,15880,Java,Java,,,,,,
42954,15880,JavaScript,JavaScript,,,,,,
42955,15880,Objective-C,Objective-C,,,,,,
42956,15880,PHP,PHP,,,,,,
42957,15880,SQL,SQL,,,,,,
42958,15881,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,PostgreSQL,Android,Docker,Other(s):,Other(s):
42959,15881,Java,Python,PostgreSQL,SQLite,Docker,Linux,,
42960,15881,Python,Other(s):,SQLite,,Linux,,,
42961,15881,Other(s):,,,,,,,
42962,15882,Bash/Shell/PowerShell,Go,DynamoDB,DynamoDB,AWS,Linux,React.js,React.js
42963,15882,C++,WebAssembly,MariaDB,MariaDB,Docker,MacOS,,
42964,15882,Go,,,,Linux,Raspberry Pi,,
42965,15882,HTML/CSS,,,,MacOS,,,
42966,15882,JavaScript,,,,Raspberry Pi,,,
42967,15882,Python,,,,,,,
42968,15882,SQL,,,,,,,
42969,15882,WebAssembly,,,,,,,
42970,15890,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,AWS,Django,Django
42971,15890,HTML/CSS,HTML/CSS,MySQL,MySQL,Docker,Docker,jQuery,Flask
42972,15890,JavaScript,JavaScript,PostgreSQL,PostgreSQL,Kubernetes,Kubernetes,React.js,jQuery
42973,15890,Python,Python,SQLite,SQLite,Linux,Linux,,React.js
42974,15890,SQL,SQL,,,Raspberry Pi,Raspberry Pi,,
42975,15891,Java,Java,MongoDB,Redis,Docker,Google Cloud Platform,Angular/Angular.js,Spring
42976,15891,JavaScript,Kotlin,,,Kubernetes,Kubernetes,Spring,
42977,15891,TypeScript,TypeScript,,,Linux,,,
42978,15891,,,,,Slack,,,
42979,15894,C#,Swift,Firebase,Firebase,Android,,React.js,
42980,15894,HTML/CSS,,MySQL,,iOS,,,
42981,15894,JavaScript,,,,WordPress,,,
42982,15894,PHP,,,,,,,
42983,15894,SQL,,,,,,,
42984,15900,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,AWS,AWS,Express,Express
42985,15900,C#,Elixir,MariaDB,PostgreSQL,Docker,Docker,Flask,Flask
42986,15900,Go,Go,PostgreSQL,Redis,Linux,MacOS,jQuery,React.js
42987,15900,HTML/CSS,JavaScript,Redis,SQLite,Microsoft Azure,Microsoft Azure,React.js,
42988,15900,Java,R,SQLite,,Slack,Slack,Spring,
42989,15900,JavaScript,SQL,,,Windows,Windows,,
42990,15900,Kotlin,TypeScript,,,,,,
42991,15900,Python,Other(s):,,,,,,
42992,15900,SQL,,,,,,,
42993,15900,TypeScript,,,,,,,
42994,15900,Other(s):,,,,,,,
42995,15901,HTML/CSS,C++,DynamoDB,DynamoDB,Android,AWS,Angular/Angular.js,Express
42996,15901,Java,HTML/CSS,Elasticsearch,Elasticsearch,AWS,Docker,Django,React.js
42997,15901,JavaScript,Java,Firebase,Firebase,Docker,Google Cloud Platform,Express,Vue.js
42998,15901,Objective-C,JavaScript,MySQL,MongoDB,Google Cloud Platform,Heroku,React.js,
42999,15901,Python,Objective-C,Redis,Redis,Heroku,iOS,Vue.js,
43000,15901,,Python,,,iOS,Linux,,
43001,15901,,Swift,,,Linux,MacOS,,
43002,15901,,TypeScript,,,MacOS,Slack,,
43003,15901,,,,,Slack,,,
43004,15903,C,Go,Elasticsearch,MongoDB,AWS,Docker,Express,React.js
43005,15903,Go,HTML/CSS,MongoDB,PostgreSQL,Docker,Google Cloud Platform,React.js,Spring
43006,15903,HTML/CSS,JavaScript,,,Google Cloud Platform,Kubernetes,Spring,
43007,15903,Java,Kotlin,,,Kubernetes,MacOS,,
43008,15903,JavaScript,SQL,,,Linux,,,
43009,15903,Kotlin,,,,MacOS,,,
43010,15903,,,,,Slack,,,
43011,15904,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,Arduino,Express,Express
43012,15904,C#,C#,MySQL,PostgreSQL,Docker,AWS,React.js,React.js
43013,15904,Go,Go,PostgreSQL,,Linux,Docker,Spring,Spring
43014,15904,HTML/CSS,HTML/CSS,,,,Kubernetes,,
43015,15904,Java,Java,,,,Linux,,
43016,15904,JavaScript,JavaScript,,,,Raspberry Pi,,
43017,15904,Kotlin,PHP,,,,Slack,,
43018,15904,PHP,SQL,,,,,,
43019,15904,SQL,,,,,,,
43020,15907,HTML/CSS,Objective-C,MongoDB,,Linux,,Angular/Angular.js,
43021,15907,JavaScript,Python,PostgreSQL,,MacOS,,Drupal,
43022,15907,,R,,,Raspberry Pi,,Express,
43023,15907,,Ruby,,,Windows,,Flask,
43024,15907,,,,,,,jQuery,
43025,15907,,,,,,,Ruby on Rails,
43026,15908,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Elasticsearch,AWS,AWS,,
43027,15908,JavaScript,JavaScript,Elasticsearch,PostgreSQL,Docker,Docker,,
43028,15908,Scala,Scala,MongoDB,,Linux,Kubernetes,,
43029,15908,,,PostgreSQL,,,Linux,,
43030,15911,HTML/CSS,HTML/CSS,Elasticsearch,Firebase,Android,Arduino,Angular/Angular.js,Express
43031,15911,Java,JavaScript,Firebase,MongoDB,Arduino,iOS,Express,Vue.js
43032,15911,JavaScript,TypeScript,MongoDB,,AWS,MacOS,jQuery,
43033,15911,PHP,,MySQL,,Docker,Microsoft Azure,React.js,
43034,15911,TypeScript,,Redis,,Google Cloud Platform,Raspberry Pi,Vue.js,
43035,15911,,,,,Heroku,Slack,,
43036,15911,,,,,iOS,,,
43037,15911,,,,,Linux,,,
43038,15911,,,,,MacOS,,,
43039,15911,,,,,Raspberry Pi,,,
43040,15911,,,,,Slack,,,
43041,15911,,,,,Windows,,,
43042,15911,,,,,WordPress,,,
43043,15915,Bash/Shell/PowerShell,C++,Elasticsearch,Elasticsearch,Docker,Android,Angular/Angular.js,Angular/Angular.js
43044,15915,C#,C#,MariaDB,MariaDB,Linux,Linux,jQuery,Laravel
43045,15915,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,MacOS,Raspberry Pi,Vue.js,React.js
43046,15915,Java,Java,MySQL,MySQL,Raspberry Pi,Slack,,Vue.js
43047,15915,JavaScript,JavaScript,Redis,PostgreSQL,Slack,Windows,,Other(s):
43048,15915,PHP,PHP,SQLite,Redis,Windows,Other(s):,,
43049,15915,SQL,Rust,,SQLite,WordPress,,,
43050,15915,TypeScript,SQL,,Other(s):,Other(s):,,,
43051,15915,,TypeScript,,,,,,
43052,15921,Assembly,Assembly,Cassandra,Elasticsearch,Android,AWS,Drupal,Angular/Angular.js
43053,15921,Bash/Shell/PowerShell,C++,Elasticsearch,MariaDB,Heroku,Docker,jQuery,Django
43054,15921,C,C#,MariaDB,MongoDB,Linux,Kubernetes,Laravel,Flask
43055,15921,C++,Go,Microsoft SQL Server,MySQL,MacOS,Linux,,jQuery
43056,15921,C#,PHP,MySQL,Oracle,Slack,Raspberry Pi,,Laravel
43057,15921,HTML/CSS,Python,Redis,PostgreSQL,Windows,Slack,,React.js
43058,15921,JavaScript,Rust,SQLite,,,Windows,,
43059,15921,PHP,WebAssembly,,,,,,
43060,15921,Python,Other(s):,,,,,,
43061,15921,SQL,,,,,,,
43062,15922,C,HTML/CSS,MongoDB,MongoDB,AWS,AWS,Express,Express
43063,15922,HTML/CSS,JavaScript,,,Docker,Docker,React.js,React.js
43064,15922,JavaScript,Rust,,,iOS,Heroku,,
43065,15922,Objective-C,WebAssembly,,,,Slack,,
43066,15922,Swift,,,,,,,
43067,15922,WebAssembly,,,,,,,
43068,15923,Java,Dart,MySQL,Elasticsearch,Linux,Android,Spring,Angular/Angular.js
43069,15923,,Java,,Firebase,,Docker,,
43070,15923,,Python,,,,,,
43071,15924,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MySQL,MacOS,Docker,React.js,Ruby on Rails
43072,15924,HTML/CSS,HTML/CSS,MySQL,,Slack,MacOS,Ruby on Rails,
43073,15924,JavaScript,Python,,,Windows,Slack,,
43074,15924,Ruby,Ruby,,,,,,
43075,15926,HTML/CSS,Dart,Firebase,Cassandra,Slack,Docker,Angular/Angular.js,React.js
43076,15926,Java,JavaScript,MariaDB,Elasticsearch,Windows,Kubernetes,Express,Vue.js
43077,15926,JavaScript,Kotlin,,MongoDB,,Raspberry Pi,,
43078,15926,SQL,TypeScript,,,,,,
43079,15926,TypeScript,,,,,,,
43080,15927,C#,C#,MongoDB,Elasticsearch,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js
43081,15927,HTML/CSS,HTML/CSS,MySQL,MongoDB,WordPress,Arduino,ASP.NET,Express
43082,15927,JavaScript,Java,PostgreSQL,Redis,,AWS,Express,Laravel
43083,15927,PHP,JavaScript,,SQLite,,Docker,jQuery,React.js
43084,15927,SQL,Kotlin,,,,Google Cloud Platform,Laravel,Vue.js
43085,15927,TypeScript,PHP,,,,iOS,React.js,
43086,15927,,Python,,,,Kubernetes,Vue.js,
43087,15927,,SQL,,,,Raspberry Pi,,
43088,15927,,Swift,,,,,,
43089,15927,,TypeScript,,,,,,
43090,15930,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,Flask,Flask
43091,15930,HTML/CSS,HTML/CSS,MySQL,MySQL,WordPress,,,Vue.js
43092,15930,JavaScript,JavaScript,PostgreSQL,PostgreSQL,,,,
43093,15930,PHP,Python,SQLite,SQLite,,,,
43094,15930,Python,,,,,,,
43095,15930,R,,,,,,,
43096,15934,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,Android,Angular/Angular.js,Angular/Angular.js
43097,15934,Erlang,Elixir,MongoDB,Elasticsearch,Docker,Arduino,Django,Django
43098,15934,HTML/CSS,Erlang,Microsoft SQL Server,Firebase,Heroku,AWS,Express,Flask
43099,15934,JavaScript,Go,MySQL,MariaDB,Linux,Docker,Flask,React.js
43100,15934,Python,HTML/CSS,PostgreSQL,MongoDB,MacOS,Google Cloud Platform,jQuery,Vue.js
43101,15934,SQL,JavaScript,Redis,PostgreSQL,Microsoft Azure,Kubernetes,Vue.js,
43102,15934,,Python,SQLite,Redis,Slack,Linux,,
43103,15934,,Scala,,,Windows,MacOS,,
43104,15934,,SQL,,,,Raspberry Pi,,
43105,15934,,,,,,Slack,,
43106,15935,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,jQuery,jQuery
43107,15935,C#,C#,Oracle,Oracle,Arduino,Arduino,,
43108,15935,HTML/CSS,HTML/CSS,SQLite,SQLite,Linux,Linux,,
43109,15935,Java,Java,,,Windows,Windows,,
43110,15935,JavaScript,JavaScript,,,,,,
43111,15935,SQL,SQL,,,,,,
43112,15935,,WebAssembly,,,,,,
43113,15936,HTML/CSS,HTML/CSS,MongoDB,MongoDB,AWS,AWS,,
43114,15936,JavaScript,JavaScript,Microsoft SQL Server,Microsoft SQL Server,Google Cloud Platform,Google Cloud Platform,,
43115,15936,Python,Python,Oracle,,Linux,Linux,,
43116,15936,SQL,SQL,,,Microsoft Azure,Microsoft Azure,,
43117,15936,,,,,Windows,Windows,,
43118,15939,C#,F#,Microsoft SQL Server,DynamoDB,AWS,MacOS,ASP.NET,
43119,15939,HTML/CSS,,MySQL,Redis,Docker,Windows,Express,
43120,15939,Java,,,,iOS,,React.js,
43121,15939,JavaScript,,,,Kubernetes,,Spring,
43122,15939,SQL,,,,,,Vue.js,
43123,15943,C#,C#,DynamoDB,DynamoDB,Microsoft Azure,AWS,ASP.NET,ASP.NET
43124,15943,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,,Docker,jQuery,Express
43125,15943,JavaScript,JavaScript,Redis,Redis,,iOS,,jQuery
43126,15943,SQL,SQL,Other(s):,Other(s):,,Microsoft Azure,,
43127,15943,,Swift,,,,,,
43128,15951,C,Go,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js
43129,15951,C++,HTML/CSS,PostgreSQL,PostgreSQL,AWS,AWS,Express,Express
43130,15951,C#,Java,SQLite,,Heroku,Heroku,Spring,Spring
43131,15951,HTML/CSS,JavaScript,,,Linux,Linux,,
43132,15951,Java,Kotlin,,,MacOS,MacOS,,
43133,15951,JavaScript,Objective-C,,,Raspberry Pi,Raspberry Pi,,
43134,15951,SQL,SQL,,,,,,
43135,15951,TypeScript,TypeScript,,,,,,
43136,15951,,WebAssembly,,,,,,
43137,15953,Go,Elixir,PostgreSQL,Redis,Heroku,AWS,Angular/Angular.js,React.js
43138,15953,HTML/CSS,JavaScript,,,Slack,Heroku,React.js,Vue.js
43139,15953,JavaScript,TypeScript,,,,Slack,,
43140,15953,,WebAssembly,,,,,,
43141,15958,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Android,Android,Vue.js,Vue.js
43142,15958,JavaScript,C#,Elasticsearch,Elasticsearch,Arduino,Arduino,Other(s):,Other(s):
43143,15958,,Java,,,AWS,AWS,,
43144,15958,,JavaScript,,,Docker,Docker,,
43145,15958,,,,,Kubernetes,Kubernetes,,
43146,15958,,,,,Linux,Linux,,
43147,15958,,,,,Raspberry Pi,Raspberry Pi,,
43148,15958,,,,,Slack,Slack,,
43149,15958,,,,,Windows,Windows,,
43150,15963,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,SQLite,Android,Android,jQuery,
43151,15963,HTML/CSS,HTML/CSS,,,Linux,Linux,,
43152,15963,Java,JavaScript,,,Slack,Slack,,
43153,15963,JavaScript,Kotlin,,,,,,
43154,15963,Kotlin,,,,,,,
43155,15966,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,jQuery
43156,15966,HTML/CSS,Elixir,MariaDB,MariaDB,Docker,Docker,jQuery,React.js
43157,15966,JavaScript,Go,MongoDB,MySQL,Kubernetes,iOS,Laravel,Ruby on Rails
43158,15966,PHP,HTML/CSS,MySQL,PostgreSQL,Linux,Kubernetes,Ruby on Rails,
43159,15966,Ruby,JavaScript,PostgreSQL,Redis,MacOS,Linux,Vue.js,
43160,15966,SQL,Ruby,Redis,SQLite,Slack,MacOS,,
43161,15966,,SQL,SQLite,,WordPress,Raspberry Pi,,
43162,15966,,Swift,,,,Slack,,
43163,15966,,,,,,WordPress,,
43164,15968,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,Couchbase,AWS,AWS,React.js,React.js
43165,15968,HTML/CSS,HTML/CSS,DynamoDB,Firebase,Docker,Docker,,Vue.js
43166,15968,JavaScript,JavaScript,PostgreSQL,PostgreSQL,Microsoft Azure,,,
43167,15968,PHP,Python,,,,,,
43168,15968,Python,SQL,,,,,,
43169,15968,SQL,TypeScript,,,,,,
43170,15968,TypeScript,,,,,,,
43171,15972,Bash/Shell/PowerShell,,Elasticsearch,Cassandra,Google Cloud Platform,Arduino,,Django
43172,15972,HTML/CSS,,MongoDB,Couchbase,Slack,AWS,,Flask
43173,15972,Python,,Microsoft SQL Server,,Windows,Kubernetes,,
43174,15972,R,,MySQL,,WordPress,Linux,,
43175,15972,SQL,,Oracle,,,,,
43176,15972,VBA,,PostgreSQL,,,,,
43177,15972,,,SQLite,,,,,
43178,15973,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Heroku,Heroku,Express,Express
43179,15973,HTML/CSS,HTML/CSS,MySQL,MySQL,Linux,iOS,jQuery,jQuery
43180,15973,JavaScript,JavaScript,,SQLite,MacOS,Linux,Laravel,Laravel
43181,15973,PHP,PHP,,,Windows,MacOS,,
43182,15973,,Python,,,WordPress,,,
43183,15973,,Swift,,,,,,
43184,15975,C#,C++,Oracle,Elasticsearch,Docker,Docker,Angular/Angular.js,Angular/Angular.js
43185,15975,HTML/CSS,C#,PostgreSQL,MongoDB,Windows,Kubernetes,Django,Django
43186,15975,JavaScript,Go,,Oracle,,Linux,,Express
43187,15975,PHP,JavaScript,,PostgreSQL,,,,Flask
43188,15975,Python,Python,,Redis,,,,React.js
43189,15975,SQL,SQL,,,,,,
43190,15975,TypeScript,TypeScript,,,,,,
43191,15975,,WebAssembly,,,,,,
43192,15977,HTML/CSS,HTML/CSS,,,,,Angular/Angular.js,Angular/Angular.js
43193,15977,Java,JavaScript,,,,,,React.js
43194,15977,JavaScript,TypeScript,,,,,,Vue.js
43195,15977,TypeScript,,,,,,,
43196,15979,Dart,Dart,Firebase,Firebase,Android,AWS,Angular/Angular.js,Django
43197,15979,HTML/CSS,Go,MySQL,MongoDB,AWS,Kubernetes,Laravel,Laravel
43198,15979,JavaScript,Java,SQLite,SQLite,iOS,MacOS,,Vue.js
43199,15979,Objective-C,JavaScript,,,WordPress,,,
43200,15979,PHP,Kotlin,,,,,,
43201,15979,SQL,Python,,,,,,
43202,15979,Swift,Swift,,,,,,
43203,15979,TypeScript,TypeScript,,,,,,
43204,15983,C#,C#,Couchbase,Couchbase,,Android,Angular/Angular.js,Angular/Angular.js
43205,15983,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,,Docker,ASP.NET,ASP.NET
43206,15983,JavaScript,JavaScript,,,,iOS,jQuery,React.js
43207,15983,SQL,TypeScript,,,,Kubernetes,,Vue.js
43208,15983,TypeScript,,,,,Raspberry Pi,,
43209,15984,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Firebase,Docker,Android,Angular/Angular.js,Angular/Angular.js
43210,15984,HTML/CSS,HTML/CSS,MySQL,MongoDB,Linux,Docker,Drupal,Vue.js
